date,open,high,low,close,volume
2025-04-22,0.021909,0.025229,0.01608,0.019353,802012031.0
2025-04-23,0.019398,0.035,0.019398,0.0229,913230971.0
2025-04-24,0.022899,0.023048,0.018785,0.019189,296590070.0
2025-04-25,0.019206,0.019206,0.015938,0.017184,359242770.0
2025-04-26,0.017189,0.017979,0.01607,0.017554,227652358.0
2025-04-27,0.017512,0.01988,0.01577,0.016864,244180062.0
2025-04-28,0.01689,0.016976,0.014423,0.015085,197195639.0
2025-04-29,0.015127,0.015129,0.011692,0.013393,362714922.0
2025-04-30,0.013416,0.014723,0.012333,0.013093,176774001.0
2025-05-01,0.013093,0.013761,0.012301,0.013493,100282094.0
2025-05-02,0.013517,0.013786,0.012102,0.012339,69441228.0
2025-05-03,0.012334,0.012987,0.012023,0.012264,74985951.0
2025-05-04,0.012251,0.012431,0.011566,0.011998,57727094.0
2025-05-05,0.012003,0.012064,0.009599,0.010054,85492102.0
2025-05-06,0.010042,0.010048,0.010042,0.010048,997403.0
